dNumb,Published,Department,Judge,Judge4Search,PicFileName,Page,AwardRank,Winner,Winner4Search,Title,SubTitle,WinnerArea,WinnerClub1,WinnerClub2,WinnerClub3,WinnerClub4,Area,Place,DayTime,Year,Month,Day,Season,Hour,Min,TimeZone,Weather,Subject,Composition,Camera,Lens,FocalLength,Exposure,WB,ColorMode,Tripod,TriPodHead,DataOfPhoto,Selection Comments,MapLink,OfficialSite,Logic_Advice,Context_Advice
31,2012N,,,,NT_031.jpg,19,,前山　和敏,前山和敏,藤の瀧,,兵庫,日本風景写真協会,日本写真家連盟,,,山口県山口市,仁保一貫野,2011-05-15 07:00:00,2011,5,15,,7,0,,晴れ,藤　滝　,中,ペンタックス645NⅡ,FA645 80-160ミリF4.5,,f11AE(1/6秒・-0.3EV),,,,,RVP100_三脚_CPL,,https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E5%8F%A3%E7%9C%8C%E5%B1%B1%E5%8F%A3%E5%B8%82%20%E4%BB%81%E4%BF%9D%E4%B8%80%E8%B2%AB%E9%87%8E,https://www.google.com/search?q=%E5%B1%B1%E5%8F%A3%E7%9C%8C%E5%B1%B1%E5%8F%A3%E5%B8%82%20%E4%BB%81%E4%BF%9D%E4%B8%80%E8%B2%AB%E9%87%8E%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
32,2012N,,,,NT_008.jpg,19,,田村　淳一郎,田村淳一郎,蓮池と桜,,岩手,,,,,岩手県八幡平市,七時雨鉱泉,2009-05-03 09:00:00,2009,5,3,,9,0,,晴れ,蓮　新緑　八重桜　映り込み,近　中,ペンタックス67Ⅱ,67　90-180ミリF5.6,,f22AE(-0.3EV),,,,,RVP100_三脚_PL,,https://www.google.com/maps/search/?api=1&query=%E5%B2%A9%E6%89%8B%E7%9C%8C%E5%85%AB%E5%B9%A1%E5%B9%B3%E5%B8%82%20%E4%B8%83%E6%99%82%E9%9B%A8%E9%89%B1%E6%B3%89,https://www.google.com/search?q=%E5%B2%A9%E6%89%8B%E7%9C%8C%E5%85%AB%E5%B9%A1%E5%B9%B3%E5%B8%82%20%E4%B8%83%E6%99%82%E9%9B%A8%E9%89%B1%E6%B3%89%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
33,2012N,,,,NT_040.jpg,20,,葛　道明,葛道明,ひそやかに咲く,,兵庫,日本風景写真協会,,,,兵庫県新温泉町,田君川・バイカモ公園,2011-06-29 08:00:00,2011,6,29,,8,0,,晴れ,バイカモ　枯葉,面,ハッセルブラッド501CM,マクロブラナーCF120ミリF4,120,f22・1/4秒,,,,,RVP100_三脚_PL,,https://www.google.com/maps/search/?api=1&query=%E5%85%B5%E5%BA%AB%E7%9C%8C%E6%96%B0%E6%B8%A9%E6%B3%89%E7%94%BA%20%E7%94%B0%E5%90%9B%E5%B7%9D%E3%83%BB%E3%83%90%E3%82%A4%E3%82%AB%E3%83%A2%E5%85%AC%E5%9C%92,https://www.google.com/search?q=%E5%85%B5%E5%BA%AB%E7%9C%8C%E6%96%B0%E6%B8%A9%E6%B3%89%E7%94%BA%20%E7%94%B0%E5%90%9B%E5%B7%9D%E3%83%BB%E3%83%90%E3%82%A4%E3%82%AB%E3%83%A2%E5%85%AC%E5%9C%92%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
34,2012N,,,,NT_017.jpg,20,,中澤　勝,中澤勝,恋蛍,,新潟,日本自然科学写真協会,日本風景写真協会,,,新潟県柏崎市,,2011-06-16 20:00:00,2011,6,16,,20,0,,曇り,蛍,近　中,ペンタックス645N,FA645 45ミリF2.8,45,バルブ600秒(f2.8),,,,,RVP100F(ISO400で撮影)_三脚,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E6%9F%8F%E5%B4%8E%E5%B8%82%E5%BD%B9%E6%89%80,,,
35,2012N,,,,NT_087.jpg,21,,丹地　敏明,丹地敏明,仲夏翠緑,,東京,日本写真家協会,,,,滋賀県米原市,醒井渓谷,2009-06-01 16:30:00,2009,6,255,上旬,16,30,,,渓谷　水面　岩　苔　光芒　草,近　中,ペンタックス645NⅡ,FA645 80-160ミリF4.5,,f16AE(-1EV),,,,,FORTIA_三脚_CPL,,https://www.google.com/maps/search/?api=1&query=%E6%BB%8B%E8%B3%80%E7%9C%8C%E7%B1%B3%E5%8E%9F%E5%B8%82%20%E9%86%92%E4%BA%95%E6%B8%93%E8%B0%B7,https://www.google.com/search?q=%E6%BB%8B%E8%B3%80%E7%9C%8C%E7%B1%B3%E5%8E%9F%E5%B8%82%20%E9%86%92%E4%BA%95%E6%B8%93%E8%B0%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
36,2012N,,,,NT_022.jpg,21,,鷹野　悠久子,鷹野悠久子,深山にひっそりと,,東京,写団薬師,,,,岐阜県山県市円原,,2011-06-20 13:00:00,2011,6,20,,13,0,,雨,ユキノシタ　霧,近　中,ペンタックス645NⅡ,FA645 33-55ミリF4.5AL,,f11AE(1/8秒・-0.5EV),,,,,RVP100_三脚,,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E9%98%9C%E7%9C%8C%E5%B1%B1%E7%9C%8C%E5%B8%82%E5%86%86%E5%8E%9F,,,
37,2012N,,,,NT_079.jpg,22,,高岡　富美子,高岡富美子,幻想,,大阪,日本風景写真協会,,,,長野県飯山市,関田峠,2011-06-11 07:00:00,2011,6,11,,7,0,,雨,霧　ブナ,近　中,キヤノンEOS-1V,EF24-105ミリ F4 L IS USM,,f22AE(+0.7EV),,,,,RVP50_三脚_CPL,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E9%A3%AF%E5%B1%B1%E5%B8%82%20%E9%96%A2%E7%94%B0%E5%B3%A0,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E9%A3%AF%E5%B1%B1%E5%B8%82%20%E9%96%A2%E7%94%B0%E5%B3%A0%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
38,2012N,,,,NT_046.jpg,22,,大津　憲司,大津憲司,不思議の森,,福島,日本風景写真協会,,,,秋田県にほか市中島台,レクリエーションの森,2011-06-01 09:00:00,2011,6,1,,9,0,,曇り,ブナ,近　中,マミヤ７,セコールN50ミリF4.5,50,f22・1/2秒,,,,,RVP50_三脚,,https://www.google.com/maps/search/?api=1&query=%E7%A7%8B%E7%94%B0%E7%9C%8C%E3%81%AB%E3%81%BB%E3%81%8B%E5%B8%82%E4%B8%AD%E5%B3%B6%E5%8F%B0%20%E3%83%AC%E3%82%AF%E3%83%AA%E3%82%A8%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%81%AE%E6%A3%AE,https://www.google.com/search?q=%E7%A7%8B%E7%94%B0%E7%9C%8C%E3%81%AB%E3%81%BB%E3%81%8B%E5%B8%82%E4%B8%AD%E5%B3%B6%E5%8F%B0%20%E3%83%AC%E3%82%AF%E3%83%AA%E3%82%A8%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%81%AE%E6%A3%AE%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
39,2012N,,,,NT_068.jpg,23,,原澤　康隆,原澤康隆,光のコンチェルト,,群馬,写団薬師,ワイ．ワンフォトアカデミー,,,群馬県高崎市,榛名高原・つつじの道,2011-06-04 05:00:00,2011,6,4,,5,0,,晴れ,光芒　霧　樹木　つつじ　朝日,中,ハッセルブラッド501CM,バリオゴン CF140-280ミリF5.6,,f22・1/8秒,,,,,RVP100_三脚,,https://www.google.com/maps/search/?api=1&query=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E9%AB%98%E5%B4%8E%E5%B8%82%20%E6%A6%9B%E5%90%8D%E9%AB%98%E5%8E%9F%E3%83%BB%E3%81%A4%E3%81%A4%E3%81%98%E3%81%AE%E9%81%93,https://www.google.com/search?q=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E9%AB%98%E5%B4%8E%E5%B8%82%20%E6%A6%9B%E5%90%8D%E9%AB%98%E5%8E%9F%E3%83%BB%E3%81%A4%E3%81%A4%E3%81%98%E3%81%AE%E9%81%93%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
40,2012N,,,,NT_019.jpg,23,,薄井　透,薄井透,流紋,,栃木,グループ風,,,,岩手県西和賀町,和賀川・弁天島,2011-06-12 09:00:00,2011,6,12,,9,0,,曇り時々晴れ,河川　岩　苔,中,ペンタックス645NⅡ,FA645 80-160ミリF4.5,,f4.5AE(1/90秒),,,,,RVP50_三脚,,https://www.google.com/maps/search/?api=1&query=%E5%B2%A9%E6%89%8B%E7%9C%8C%E8%A5%BF%E5%92%8C%E8%B3%80%E7%94%BA%20%E5%92%8C%E8%B3%80%E5%B7%9D%E3%83%BB%E5%BC%81%E5%A4%A9%E5%B3%B6,https://www.google.com/search?q=%E5%B2%A9%E6%89%8B%E7%9C%8C%E8%A5%BF%E5%92%8C%E8%B3%80%E7%94%BA%20%E5%92%8C%E8%B3%80%E5%B7%9D%E3%83%BB%E5%BC%81%E5%A4%A9%E5%B3%B6%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
41,2012N,,,,NT_088.jpg,24,,相原　正明,相原正明,悠久のしずく,,東京,,,,,高知県四万十町,,2011-06-28 06:30:00,2011,6,28,,6,30,,晴れ,海　島　雲　霧　鉄塔,遠,ニコンF6,AF-Sニッコール14-24ミリF2.8G ED,,f5.6 1/2・1/60秒,,,,,RVP50_三脚,,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E7%9F%A5%E7%9C%8C%E5%9B%9B%E4%B8%87%E5%8D%81%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
42,2012N,,,,NT_086.jpg,24,,川隅　功,川隅功,マジックアワー,,東京,日本写真家協会,日本風景写真協会,,,滋賀県長浜市,琵琶湖・大浜町付近,2009-06-25 19:30:00,2009,6,25,,19,30,,晴れ,湖　島　夕焼け　映り込み,中　遠,ペンタックス645NⅡ,FA645 80-160ミリF4.5,,f22AE(3秒・+0.3EV),,,,,RVP100_三脚,,https://www.google.com/maps/search/?api=1&query=%E6%BB%8B%E8%B3%80%E7%9C%8C%E9%95%B7%E6%B5%9C%E5%B8%82%20%E7%90%B5%E7%90%B6%E6%B9%96%E3%83%BB%E5%A4%A7%E6%B5%9C%E7%94%BA%E4%BB%98%E8%BF%91,https://www.google.com/search?q=%E6%BB%8B%E8%B3%80%E7%9C%8C%E9%95%B7%E6%B5%9C%E5%B8%82%20%E7%90%B5%E7%90%B6%E6%B9%96%E3%83%BB%E5%A4%A7%E6%B5%9C%E7%94%BA%E4%BB%98%E8%BF%91%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
43,2012N,,,,NT_091.jpg,25,,吉村　和敏,吉村和敏,入江の静寂,,東京,,,,　,千葉県富津市富津,富津港,2010-02-01 17:40:00,2010,2,255,中旬,17,40,,晴れ,漁港　漁船,中,ペンタックス645NⅡ,FA645 120ミリF4,120,f16AE(1/2秒),,,,,RVP100_三脚,,https://www.google.com/maps/search/?api=1&query=%E5%8D%83%E8%91%89%E7%9C%8C%E5%AF%8C%E6%B4%A5%E5%B8%82%E5%AF%8C%E6%B4%A5%20%E5%AF%8C%E6%B4%A5%E6%B8%AF,https://www.google.com/search?q=%E5%8D%83%E8%91%89%E7%9C%8C%E5%AF%8C%E6%B4%A5%E5%B8%82%E5%AF%8C%E6%B4%A5%20%E5%AF%8C%E6%B4%A5%E6%B8%AF%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
44,2012N,,,,NT_002.jpg,25,,赤塚　一,赤塚一,佐渡島暮色,,新潟,風景写真企画光彩の家,日本風景写真協会,,,新潟県佐渡市大野亀,,2011-06-12 19:00:00,2011,6,12,,19,0,,曇り,夕焼け　トビシマカンゾウ　海　島,近　中　遠,リンホフマスターテヒニカ4×5+3×5自作フレーム,スーパーアンギュロン 90ミリ F8,90,バルブ40秒(f22),,,,,RVP100_三脚_ハーフND,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E4%BD%90%E6%B8%A1%E5%B8%82%E5%A4%A7%E9%87%8E%E4%BA%80,,,
45,2012N,,,,NT_053.jpg,26,,三笘 正勝,正勝三笘,立神岩残照,,福岡,二科会写真部,,,,佐賀県唐津市,立神岩,2007-09-01 18:00:00,2007,9,1,,18,0,,晴れ,岩,中,ペンタックス67,67 45ミリF4,45,f22AE(-1EV),,,,,RVP50_三脚,,https://www.google.com/maps/search/?api=1&query=%E4%BD%90%E8%B3%80%E7%9C%8C%E5%94%90%E6%B4%A5%E5%B8%82%20%E7%AB%8B%E7%A5%9E%E5%B2%A9,https://www.google.com/search?q=%E4%BD%90%E8%B3%80%E7%9C%8C%E5%94%90%E6%B4%A5%E5%B8%82%20%E7%AB%8B%E7%A5%9E%E5%B2%A9%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
46,2012N,,,,NT_067.jpg,26,,吉田　四郎,吉田四郎,怒濤,,東京,写団所沢,,,,茨城県大洗町,磯前神社,2010-07-01 06:00:00,2010,7,1,,6,0,,晴れ,鳥居　海　波　朝日,中　遠,ペンタックス645NⅡ,FA★645 300ミリ F4ED,300,f22・1/90秒,,,,,RVP100(ISO125で撮影)_三脚,,https://www.google.com/maps/search/?api=1&query=%E8%8C%A8%E5%9F%8E%E7%9C%8C%E5%A4%A7%E6%B4%97%E7%94%BA%20%E7%A3%AF%E5%89%8D%E7%A5%9E%E7%A4%BE,https://www.google.com/search?q=%E8%8C%A8%E5%9F%8E%E7%9C%8C%E5%A4%A7%E6%B4%97%E7%94%BA%20%E7%A3%AF%E5%89%8D%E7%A5%9E%E7%A4%BE%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
47,2012N,,,,NT_006.jpg,27,,出合　善昭,出合善昭,朝のシンフォニー,,和歌山,日本風景写真協会,,,,和歌山県串本町,橋杭岩,2009-07-13 02:40:00,2009,7,13,,2,40,,晴れ,岩　海,中　遠,ペンタックス67Ⅱ,67 55-100ミリF4.5,,バルブ90分(f11),,,,,RVP50_三脚,,https://www.google.com/maps/search/?api=1&query=%E5%92%8C%E6%AD%8C%E5%B1%B1%E7%9C%8C%E4%B8%B2%E6%9C%AC%E7%94%BA%20%E6%A9%8B%E6%9D%AD%E5%B2%A9,https://www.google.com/search?q=%E5%92%8C%E6%AD%8C%E5%B1%B1%E7%9C%8C%E4%B8%B2%E6%9C%AC%E7%94%BA%20%E6%A9%8B%E6%9D%AD%E5%B2%A9%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
48,2012N,,,,NT_073.jpg,27,,宮本　寛,宮本寛,静寂（しじま）,,茨城,,,,,茨城県日立市,小木津海岸,2010-11-03 06:00:00,2010,11,3,,6,0,,晴れ,砂浜　海　朝日,近　中　遠,ペンタックス645N,FA645 45-85ミリF4.5,,f32AE(0.7秒),,,,,RVP50_三脚_ハーフND,,https://www.google.com/maps/search/?api=1&query=%E8%8C%A8%E5%9F%8E%E7%9C%8C%E6%97%A5%E7%AB%8B%E5%B8%82%20%E5%B0%8F%E6%9C%A8%E6%B4%A5%E6%B5%B7%E5%B2%B8,https://www.google.com/search?q=%E8%8C%A8%E5%9F%8E%E7%9C%8C%E6%97%A5%E7%AB%8B%E5%B8%82%20%E5%B0%8F%E6%9C%A8%E6%B4%A5%E6%B5%B7%E5%B2%B8%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
49,2012N,,,,NT_089.jpg,28,,荒川　好夫,荒川好夫,高原列車,,東京,日本写真家協会,日本写真芸術学会,,,山梨県北杜市小淵沢町,,2007-08-25 00:00:00,2007,8,25,,255,255,午前,晴れ,雲　列車,中　遠,ニコンF5,AiAFズームニッコール28-70ミリ F2.8IF,,f5.6 1/2・1/500秒,,,,,RVP100F_三脚,,https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E6%A2%A8%E7%9C%8C%E5%8C%97%E6%9D%9C%E5%B8%82%E5%B0%8F%E6%B7%B5%E6%B2%A2%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
50,2012N,,,,NT_092.jpg,28,,星野　佑佳,星野佑佳,吉報,,京都,,,,,京都府南舟市,美山かやぶきの里,2011-09-16 06:00:00,2011,9,16,,6,0,,曇り,ソバの花　家屋　郵便ポスト　田　かやぶき,中　遠,ペンタックス645N,FA645 150-300ミリF5.6ED,,f32AE(-0.3EV),,,,,RVP100(ISO200で撮影)_三脚_CPL,,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%BA%9C%E5%8D%97%E8%88%9F%E5%B8%82%20%E7%BE%8E%E5%B1%B1%E3%81%8B%E3%82%84%E3%81%B6%E3%81%8D%E3%81%AE%E9%87%8C,https://www.google.com/search?q=%E4%BA%AC%E9%83%BD%E5%BA%9C%E5%8D%97%E8%88%9F%E5%B8%82%20%E7%BE%8E%E5%B1%B1%E3%81%8B%E3%82%84%E3%81%B6%E3%81%8D%E3%81%AE%E9%87%8C%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
51,2012N,,,,NT_039.jpg,29,,鈴木　彦三,鈴木彦三,爽秋の目覚め,,福島,,,,,福島県北塩原市,小野川湖畔探勝路入口付近,2009-09-02 05:30:00,2009,9,2,,5,30,,晴れ,光芒　朝日　ソバの花　霧　樹木,近　中　遠,ニコンF6,AF-S VRズームニッコール24-120ミリF3.5-5.6G IF,,f18AE(-0.7EV),,,,,RVP50_三脚,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E5%8C%97%E5%A1%A9%E5%8E%9F%E5%B8%82%20%E5%B0%8F%E9%87%8E%E5%B7%9D%E6%B9%96%E7%95%94%E6%8E%A2%E5%8B%9D%E8%B7%AF%E5%85%A5%E5%8F%A3%E4%BB%98%E8%BF%91,https://www.google.com/search?q=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E5%8C%97%E5%A1%A9%E5%8E%9F%E5%B8%82%20%E5%B0%8F%E9%87%8E%E5%B7%9D%E6%B9%96%E7%95%94%E6%8E%A2%E5%8B%9D%E8%B7%AF%E5%85%A5%E5%8F%A3%E4%BB%98%E8%BF%91%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
52,2012N,,,,NT_093.jpg,29,,野呂　希一,野呂希一,秋野麗し,,北海道,日本風景写真協会,,,,宮城県栗原市,栗駒・文字の里,2010-10-24 00:00:00,2010,10,24,,255,255,午前,曇り,ススキ　草　,中,ペンタックス645NⅡ,FA645 400ミリF5.6ED,400,f5.6AE(-0.3EV),,,,,RVP100_三脚,,https://www.google.com/maps/search/?api=1&query=%E5%AE%AE%E5%9F%8E%E7%9C%8C%E6%A0%97%E5%8E%9F%E5%B8%82%20%E6%A0%97%E9%A7%92%E3%83%BB%E6%96%87%E5%AD%97%E3%81%AE%E9%87%8C,https://www.google.com/search?q=%E5%AE%AE%E5%9F%8E%E7%9C%8C%E6%A0%97%E5%8E%9F%E5%B8%82%20%E6%A0%97%E9%A7%92%E3%83%BB%E6%96%87%E5%AD%97%E3%81%AE%E9%87%8C%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
53,2012N,,,,NT_072.jpg,30,,山本　龍太郎,山本龍太郎,未明に急ぐ,,京都,フォト禅,,,,滋賀県高島市,朽木小入谷,2010-11-21 06:00:00,2010,11,21,,6,0,,晴れ,雲海　林道　光跡,遠,ペンタックス645NⅡ,FA645 45-85ミリF4.5,,f8・60秒,,,,,RVP100F_三脚,,https://www.google.com/maps/search/?api=1&query=%E6%BB%8B%E8%B3%80%E7%9C%8C%E9%AB%98%E5%B3%B6%E5%B8%82%20%E6%9C%BD%E6%9C%A8%E5%B0%8F%E5%85%A5%E8%B0%B7,https://www.google.com/search?q=%E6%BB%8B%E8%B3%80%E7%9C%8C%E9%AB%98%E5%B3%B6%E5%B8%82%20%E6%9C%BD%E6%9C%A8%E5%B0%8F%E5%85%A5%E8%B0%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
54,2012N,,,,NT_009.jpg,30,,杉山　一宏,杉山一宏,斜光,,新潟,北の魚座,,,,新潟県十日町市,星峠,2010-11-19 07:00:00,2010,11,19,,7,0,,晴れ,霧　光芒　朝日　棚田,中　遠,ペンタックス67Ⅱ,67 90-180ミリF5.6,,f16AE(1/45秒・+0.3EV),,,,,RVP50_三脚,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E5%8D%81%E6%97%A5%E7%94%BA%E5%B8%82%20%E6%98%9F%E5%B3%A0,https://www.google.com/search?q=%E6%96%B0%E6%BD%9F%E7%9C%8C%E5%8D%81%E6%97%A5%E7%94%BA%E5%B8%82%20%E6%98%9F%E5%B3%A0%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
55,2012N,,,,NT_003.jpg,31,,阪田　廣三,阪田廣三,水彩の彩,,奈良,FFC　なら,高田美術協会,,,奈良県天川村,,2009-09-20 11:00:00,2009,9,20,,11,0,,晴れ,藻　水面　映り込み,中,キヤノンEOS-1V,EF100-400ミリ F4.5-5.6L IS USM,,f11AE(1/30秒・-0.3EV),,,,,RVP100_三脚_CPL,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%A4%A9%E5%B7%9D%E6%9D%91%E5%BD%B9%E5%A0%B4,,,
56,2012N,,,,NT_023.jpg,31,,千原　武和,千原武和,秋雨に咲く,,福島,グループX,福島県写真連盟,,,茨城県太子町,初原地区,2010-09-30 11:00:00,2010,9,30,,11,0,,雨,ヒガンバナ　稲,近　中,ペンタックス645N,FA645 45-85ミリF4.5,,f32AE(4秒),,,,,RVP50_三脚_CPL,,https://www.google.com/maps/search/?api=1&query=%E8%8C%A8%E5%9F%8E%E7%9C%8C%E5%A4%AA%E5%AD%90%E7%94%BA%20%E5%88%9D%E5%8E%9F%E5%9C%B0%E5%8C%BA,https://www.google.com/search?q=%E8%8C%A8%E5%9F%8E%E7%9C%8C%E5%A4%AA%E5%AD%90%E7%94%BA%20%E5%88%9D%E5%8E%9F%E5%9C%B0%E5%8C%BA%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
57,2012N,,,,NT_090.jpg,32,,前田　晃,前田晃,秋林朝光,,東京,,,,,福島県福島市,磐梯吾妻スカイライン,2008-10-22 07:30:00,2008,10,22,,7,30,,晴れ,紅葉,遠,ハッセルブラッド503CW,テレスーパーアクロマート350ミリF5.6,350,f16・1/4秒,,,,,RVP50_三脚,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E7%A6%8F%E5%B3%B6%E5%B8%82%20%E7%A3%90%E6%A2%AF%E5%90%BE%E5%A6%BB%E3%82%B9%E3%82%AB%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%B3,https://www.google.com/search?q=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E7%A6%8F%E5%B3%B6%E5%B8%82%20%E7%A3%90%E6%A2%AF%E5%90%BE%E5%A6%BB%E3%82%B9%E3%82%AB%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%B3%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
58,2012N,,,,NT_052.jpg,32,,井澤　裕司,井澤裕司,錦樹,,神奈川,写団薬師,,,,福島県北塩原村裏磐梯,曲沢沼,2010-10-24 06:30:00,2010,10,24,,6,30,,晴れ時々曇り,紅葉,中,ハッセルブラッド503CW,ゾナーCF150ミリF4(645マガジン使用),150,f22・2秒,,,,,RVP100_三脚_PL,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E5%8C%97%E5%A1%A9%E5%8E%9F%E6%9D%91%E8%A3%8F%E7%A3%90%E6%A2%AF%20%E6%9B%B2%E6%B2%A2%E6%B2%BC,https://www.google.com/search?q=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E5%8C%97%E5%A1%A9%E5%8E%9F%E6%9D%91%E8%A3%8F%E7%A3%90%E6%A2%AF%20%E6%9B%B2%E6%B2%A2%E6%B2%BC%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
59,2012N,,,,NT_044.jpg,33,,森上　倍名,森上倍名,束の間の舞台,,静岡,自然泰フォト,,,,長野県売木村,,2009-10-18 07:30:00,2009,10,18,,7,30,,晴れ,光芒　ヤマザクラ,中,マミヤRZ67プロフェッショナルⅡ,マミヤセコールズーム Z100-200ミリF5.2W,,f32・1/4秒,,,,,RVP50_三脚,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E5%A3%B2%E6%9C%A8%E6%9D%91%E5%BD%B9%E5%A0%B4,,,
60,2012N,,,,NT_036.jpg,33,,内藤　勇,内藤勇,霧中の彩,,埼玉,フォトセミナー風,全日本写真連盟,,,島根県大田市,三瓶温泉付近,2010-11-18 07:00:00,2010,11,18,,7,0,,曇り,霧　紅葉,遠,ハッセルブラッド503CW,スーパーアクロマートCFE 350ミリ F5.6×1.4,490,f32・3秒,,,,,RVP100_三脚,,https://www.google.com/maps/search/?api=1&query=%E5%B3%B6%E6%A0%B9%E7%9C%8C%E5%A4%A7%E7%94%B0%E5%B8%82%20%E4%B8%89%E7%93%B6%E6%B8%A9%E6%B3%89%E4%BB%98%E8%BF%91,https://www.google.com/search?q=%E5%B3%B6%E6%A0%B9%E7%9C%8C%E5%A4%A7%E7%94%B0%E5%B8%82%20%E4%B8%89%E7%93%B6%E6%B8%A9%E6%B3%89%E4%BB%98%E8%BF%91%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
61,2012N,,,,NT_018.jpg,34,,森　晋一,森晋一,渓谷の彩り,,愛媛,日本風景写真協会,四国写真作家協会,,,愛媛県四国中央市,富郷渓谷・富郷キャンプ場,2010-11-17 10:00:00,2010,11,17,,10,0,,晴れ,渓谷　紅葉,中,ペンタックス67Ⅱ,67 マクロ135ミリF4,135,f32AE(+0.7EV),,,,,RVP100_三脚,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E5%AA%9B%E7%9C%8C%E5%9B%9B%E5%9B%BD%E4%B8%AD%E5%A4%AE%E5%B8%82%20%E5%AF%8C%E9%83%B7%E6%B8%93%E8%B0%B7%E3%83%BB%E5%AF%8C%E9%83%B7%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%97%E5%A0%B4,https://www.google.com/search?q=%E6%84%9B%E5%AA%9B%E7%9C%8C%E5%9B%9B%E5%9B%BD%E4%B8%AD%E5%A4%AE%E5%B8%82%20%E5%AF%8C%E9%83%B7%E6%B8%93%E8%B0%B7%E3%83%BB%E5%AF%8C%E9%83%B7%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%97%E5%A0%B4%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
